Ind,Code,First_name,Last_name,Position,Shoots,Draft_year,Draft_round,Height,Weight,DOB,Age,Country,Place,Year,Team,Games,Goals,Assists,Points,PM,Pen,G_ev,G_pp,G_sh,Gwg,A_ev,A_pp,A_sh,S,SA,TOI,TOI_avg,FOW,FOL,HIT,BLK,TKY,GWY,PDO,OZS,DZS,OPS,DPS,Salary,Cap_hit,P/60,P1/60,GS/60,CF,CA,CF%,Rel CF%,GF,GA,xGF,xGA,xGF%,Rel xGF%,iPENT,iPEND,iSh%,ixGF,ixGF/60,ZSR,TOI%,TOI% QoT,CF% QoT,TOI% QoC,CF% QoC,GP,G,A,P,P1,GS,C+/-,G+/-,GF%,xG+/-,iP+/-,iCF,iCF/60
1017,corvojo01,Joe,Corvo,D,R,1997,4.083,183,204,1977-06-20,41.26030917,US,Other,2009,CAR,81,14,24,38,-1,18,5,8,1,6,10,14,0,213,432,1390.92,24.19,0,0,41,89,43,36,99.2,53.7,46.3,3.1,4.5,2625000.0,2625000.0,0.6,0.35,1.11,1404,1311,51.71,-0.44,59,54,59.13,60.36,49.49,-1.75,6,10,4.1,5.44,0.23,53.24,37.1,29.12,51.7,29.59,49.33,81.0,5,9,14,8,25.65,93,5,52.21,-1.23,4,264,11.39
1018,corvojo01,Joe,Corvo,D,R,1997,4.083,183,204,1977-06-20,41.26030917,US,Other,2010,TOT,52,6,12,18,-10,12,1,5,0,0,8,4,0,99,233,852.8,23.18,0,0,34,65,23,20,97.3,54.8,45.2,1.2,1.3,2625000.0,2625000.0,0.42,0.21,1.25,896,737,54.87,3.26,29,36,36.9,34.02,52.03,1.73,4,5,1.67,3.08,0.22,53.88,35.46,28.16,49.54,29.57,49.38,51.0,1,5,6,3,17.8,159,-7,,2.88,1,157,11.05
1019,corvojo01,Joe,Corvo,D,R,1997,4.083,183,204,1977-06-20,41.26030917,US,Other,2010,CAR,34,4,8,12,-6,10,0,4,0,0,6,2,0,76,171,852.8,25.13,0,0,19,41,17,16,97.4,53.6,46.4,0.7,1.3,2625000.0,2625000.0,0.42,0.21,1.25,896,737,54.87,3.26,29,36,36.9,34.02,52.03,1.73,4,5,1.67,3.08,0.22,53.88,35.46,28.16,49.54,29.57,49.38,51.0,1,5,6,3,17.8,159,-7,,2.88,1,157,11.05
1020,corvojo01,Joe,Corvo,D,R,1997,4.083,183,204,1977-06-20,41.26030917,US,Other,2010,WSH,18,2,4,6,-4,2,1,1,0,0,2,2,0,23,62,852.8,19.41,0,0,15,24,6,4,97.0,57.1,42.9,0.5,0.0,2625000.0,2625000.0,0.42,0.21,1.25,896,737,54.87,3.26,29,36,36.9,34.02,52.03,1.73,4,5,1.67,3.08,0.22,53.88,35.46,28.16,49.54,29.57,49.38,51.0,1,5,6,3,17.8,159,-7,,2.88,1,157,11.05
1021,corvojo01,Joe,Corvo,D,R,1997,4.083,183,204,1977-06-20,41.26030917,US,Other,2011,CAR,82,11,29,40,-14,18,5,5,1,1,11,18,0,191,383,1437.9,24.47,0,1,53,116,59,63,99.7,49.3,50.7,3.3,2.9,2250000.0,2250000.0,0.5,0.38,0.72,1425,1491,48.87,0.08,49,59,57.52,68.95,45.48,-3.44,5,7,3.67,3.98,0.17,48.61,36.88,28.82,48.67,29.44,50.05,82.0,4,8,12,9,17.32,-66,-10,45.37,-11.43,2,223,9.31
1022,corvojo01,Joe,Corvo,D,R,1997,4.083,183,204,1977-06-20,41.26030917,US,Other,2012,BOS,75,4,21,25,10,13,3,1,0,1,13,8,0,168,337,1192.07,18.49,0,0,27,56,14,32,100.4,56.4,43.6,1.7,3.0,2250000.0,2250000.0,0.75,0.6,1.67,1232,1038,54.27,0.25,60,49,50.42,42.29,54.38,-0.74,4,7,2.46,5.21,0.26,55.57,31.91,28.22,53.63,28.58,49.41,75.0,3,12,15,12,33.1,194,11,55.05,8.13,3,238,11.98
1023,corvojo01,Joe,Corvo,D,R,1997,4.083,183,204,1977-06-20,41.26030917,US,Other,2013,CAR,40,6,11,17,-3,14,3,3,0,2,6,5,0,71,148,618.0,18.46,0,0,27,38,15,20,99.2,54.4,45.6,1.7,1.0,2000000.0,2000000.0,0.78,0.39,1.21,658,619,51.53,-0.83,30,28,28.39,31.12,47.71,-1.58,5,2,6,2.44,0.24,54.02,31.95,29.0,50.83,29.29,49.59,40.0,3,5,8,4,12.45,39,2,51.72,-2.73,-3,105,10.19
1024,corvojo01,Joe,Corvo,D,R,1997,4.083,183,204,1977-06-20,41.26030917,US,Other,2014,OTT,25,3,7,10,-7,10,3,0,0,0,5,2,0,54,103,382.15,17.31,0,0,15,24,5,12,97.3,49.8,50.2,0.9,0.1,900000.0,900000.0,1.26,0.79,1.6,385,356,51.96,-1.14,13,17,14.66,17.05,46.23,-0.84,3,2,7.69,1.32,0.21,50.2,30.91,27.27,51.75,28.76,49.89,25.0,3,5,8,5,10.22,29,-4,43.33,-2.39,-1,77,12.09
1025,coteri01,Riley,Cote,RW,L,1997,4.083,188,220,1982-03-16,36.52373018,CA,Other,2008,PHI,70,1,3,4,2,202,1,0,0,0,2,1,0,17,28,285.48,4.17,1,1,60,4,5,2,104.1,44.8,55.2,-0.3,0.4,,,0.63,0.63,-0.35,171,255,40.14,-7.43,8,5,5.51,9.66,36.32,-11.98,36,27,6.67,0.93,0.2,43.07,9.91,26.35,44.9,27.03,49.48,68.0,1,2,3,3,-1.68,-84,3,61.54,-4.15,-9,26,5.46
1026,coteri01,Riley,Cote,RW,L,1997,4.083,188,220,1982-03-16,36.52373018,CA,Other,2009,PHI,63,0,3,3,-7,174,0,0,0,0,3,0,0,24,34,260.2,4.1,0,0,51,4,8,1,95.3,65.7,34.3,-0.4,0.0,,,0.69,0.46,0.13,185,211,46.72,-0.6,4,11,6.65,9.28,41.75,-7.05,37,31,,1.57,0.36,65.67,9.49,27.13,46.99,26.93,48.73,63.0,,3,3,2,0.55,-26,-7,26.67,-2.63,-6,34,7.84
1027,coteri01,Riley,Cote,RW,L,1997,4.083,188,220,1982-03-16,36.52373018,CA,Other,2010,PHI,15,0,0,0,0,24,0,0,0,0,0,0,0,7,7,45.18,3.02,0,0,13,0,3,0,100.0,81.0,19.0,-0.1,0.1,,,,,1.09,38,32,54.29,1.25,,,1.17,1.15,50.43,0.62,6,6,,0.44,0.58,80.95,7.09,26.42,49.65,27.13,49.23,15.0,,,,,0.82,6,,,0.02,,7,9.3
1028,cowanje01,Jeff,Cowan,LW,L,1997,4.083,188,205,1976-09-27,41.98859256,CA,Other,2008,VAN,46,0,1,1,-5,110,0,0,0,0,1,0,0,35,56,374.32,8.45,0,1,67,10,13,8,99.0,35.6,64.4,-1.1,0.3,,,0.16,0.16,-0.51,226,354,38.97,-9.88,5,10,7.74,14.16,35.34,-14.23,22,22,,1.82,0.29,35.62,18.39,27.58,46.42,28.2,49.59,46.0,,1,1,1,-3.19,-128,-5,33.33,-6.42,,54,8.66
1029,craigry01,Ryan,Craig,C,L,2002,8.255,185,215,1982-01-06,36.71264579,CA,Other,2008,TBL,7,1,1,2,-1,0,0,1,0,0,1,0,0,8,10,66.52,13.04,1,0,8,4,1,1,99.0,26.5,73.5,0.1,0.1,850000.0,850000.0,,,-0.18,44,61,41.9,-11.3,1,4,1.6,2.17,42.44,-15.76,,3,,0.19,0.17,26.67,20.13,28.57,49.2,29.12,51.71,7.0,,,,,-0.2,-17,-3,20,-0.57,3,5,4.51
1030,craigry01,Ryan,Craig,C,L,2002,8.255,185,215,1982-01-06,36.71264579,CA,Other,2009,TBL,54,2,4,6,-7,60,2,0,0,0,4,0,0,64,85,465.48,10.16,110,112,60,29,2,2,97.2,35.4,64.6,-0.8,0.3,787500.0,787500.0,0.77,0.39,0.65,317,391,44.77,-3.28,8,14,13.71,14.08,49.33,1.6,15,16,3.33,3.93,0.51,35.56,19.07,27.63,47.49,28.14,49.25,54.0,2,4,6,3,5.05,-74,-6,36.36,-0.37,1,76,9.8
1031,craigry01,Ryan,Craig,C,L,2002,8.255,185,215,1982-01-06,36.71264579,CA,Other,2010,TBL,3,0,0,0,0,5,0,0,0,0,0,0,0,5,7,27.0,9.47,0,1,3,1,0,1,100.0,60.0,40.0,-0.1,0.0,787500.0,787500.0,,,0.58,16,19,45.71,10.39,,,0.88,0.51,63.31,28.03,1,1,,0.39,0.87,60,21.04,26.46,47.0,28.07,49.66,3.0,,,,,0.26,-3,,,0.37,,7,15.56
1032,craigry01,Ryan,Craig,C,L,2002,8.255,185,215,1982-01-06,36.71264579,CA,Other,2011,PIT,6,0,0,0,-3,22,0,0,0,0,0,0,0,7,9,50.53,9.49,3,2,6,1,0,0,90.9,60.7,39.3,-0.2,-0.1,500000.0,500000.0,,,0.17,40,44,47.62,-5.02,,2,1.19,2.11,36.06,-9.52,2,3,,0.5,0.59,60.71,18.51,28.1,53.03,28.21,49.48,6.0,,,,,0.14,-4,-2,,-0.92,1,8,9.5
1033,craigry01,Ryan,Craig,C,L,2002,8.255,185,215,1982-01-06,36.71264579,CA,Other,2014,CBJ,6,0,0,0,-3,0,0,0,0,0,0,0,0,4,5,41.73,7.01,0,0,8,1,0,0,90.6,65.0,35.0,-0.1,-0.1,600000.0,600000.0,,,-2.16,20,48,29.41,-20.14,,3,0.92,1.37,40.17,-8.51,,,,0.5,0.72,65,14.33,27.86,48.18,27.14,49.36,6.0,,,,,-1.5,-28,-3,,-0.45,,5,7.19
1034,craigry01,Ryan,Craig,C,L,2002,8.255,185,215,1982-01-06,36.71264579,CA,Other,2015,CBJ,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,14.55,7.17,0,0,2,0,0,0,105.8,55.6,44.4,0.0,0.0,600000.0,600000.0,,,-1.24,12,21,36.36,-4.78,1,1,0.7,0.76,47.95,9.42,,,,0.37,1.53,55.56,14.69,25.84,44.26,27.56,47.2,2.0,,,,,-0.3,-9,,50,-0.06,,3,12.37
1035,crombbj01,B.J.,Crombeen,RW,R,2003,2.0540000000000003,188,209,1985-07-10,33.20538698,US,Other,2008,DAL,8,0,2,2,1,39,0,0,0,0,2,0,0,9,10,52.55,6.38,0,1,7,1,3,1,107.9,73.1,26.9,0.1,0.1,591667.0,591667.0,2.28,1.14,1.28,36,44,45,-9.69,4,4,2.29,2.16,51.46,-2.47,7,4,,0.79,0.9,73.08,15.98,27.13,49.84,28.14,50.45,8.0,,2,2,1,1.12,-8,,50,0.13,-3,10,11.42
1036,crombbj01,B.J.,Crombeen,RW,R,2003,2.0540000000000003,188,209,1985-07-10,33.20538698,US,Other,2009,TOT,81,12,10,22,-9,148,11,0,1,3,8,2,0,124,217,928.73,12.43,3,4,87,14,19,11,98.0,45.8,54.2,0.6,1.0,550000.0,550000.0,1.16,0.97,1.2,764,785,49.32,1.36,25,35,29.49,30.0,49.57,0.08,39,34,8.77,8.71,0.56,46.19,25.58,30.3,46.8,29.64,50.86,81.0,10,8,18,15,18.62,-21,-10,41.67,-0.51,-5,203,13.11
1037,crombbj01,B.J.,Crombeen,RW,R,2003,2.0540000000000003,188,209,1985-07-10,33.20538698,US,Other,2009,DAL,15,1,4,5,-1,26,1,0,0,0,3,1,0,12,25,928.73,8.14,0,0,13,2,2,1,98.4,47.1,52.9,0.3,0.1,550000.0,550000.0,1.16,0.97,1.2,764,785,49.32,1.36,25,35,29.49,30.0,49.57,0.08,39,34,8.77,8.71,0.56,46.19,25.58,30.3,46.8,29.64,50.86,81.0,10,8,18,15,18.62,-21,-10,41.67,-0.51,-5,203,13.11
1038,crombbj01,B.J.,Crombeen,RW,R,2003,2.0540000000000003,188,209,1985-07-10,33.20538698,US,Other,2009,STL,66,11,6,17,-8,122,10,0,1,3,5,1,0,112,192,928.73,13.45,3,4,74,12,17,10,98.0,45.5,54.5,0.4,0.9,550000.0,550000.0,1.16,0.97,1.2,764,785,49.32,1.36,25,35,29.49,30.0,49.57,0.08,39,34,8.77,8.71,0.56,46.19,25.58,30.3,46.8,29.64,50.86,81.0,10,8,18,15,18.62,-21,-10,41.67,-0.51,-5,203,13.11
1039,crombbj01,B.J.,Crombeen,RW,R,2003,2.0540000000000003,188,209,1985-07-10,33.20538698,US,Other,2010,STL,79,7,8,15,-5,168,6,0,1,1,7,0,1,120,199,799.55,13.05,18,33,82,31,31,16,98.6,44.6,55.4,-0.6,1.1,872500.0,872500.0,0.98,0.75,0.81,644,720,47.21,-4.58,21,25,24.08,29.95,44.57,-6.38,46,34,5.77,7.45,0.56,45.57,21.88,29.76,50.59,29.04,50.15,79.0,6,7,13,10,10.78,-76,-4,,-5.87,-12,176,13.21
1040,crombbj01,B.J.,Crombeen,RW,R,2003,2.0540000000000003,188,209,1985-07-10,33.20538698,US,Other,2011,STL,80,7,7,14,-18,154,6,0,1,0,7,0,0,113,210,872.62,12.48,19,45,93,15,16,12,96.0,49.0,51.0,-0.6,0.3,872500.0,872500.0,0.89,0.48,0.72,770,803,48.95,-4.08,24,45,27.61,32.22,46.15,-6.45,31,22,5.77,7.48,0.51,49.32,22.53,29.38,51.63,28.89,49.87,80.0,6,7,13,7,10.45,-33,-21,34.78,-4.61,-9,195,13.41
1041,crombbj01,B.J.,Crombeen,RW,R,2003,2.0540000000000003,188,209,1985-07-10,33.20538698,US,Other,2012,STL,40,1,2,3,-2,71,1,0,0,0,2,0,0,50,83,324.42,8.18,3,9,22,2,3,2,98.0,51.7,48.3,-0.5,0.4,1000000.0,1000000.0,0.55,0.55,1.21,261,231,53.05,0.82,4,6,8.71,7.75,52.92,-1.4,17,13,2.08,3.05,0.56,52.11,17.3,26.42,51.97,27.62,49.54,40.0,1,2,3,3,6.54,30,-2,40,0.96,-4,81,14.98
1042,crombbj01,B.J.,Crombeen,RW,R,2003,2.0540000000000003,188,209,1985-07-10,33.20538698,US,Other,2013,TBL,44,1,7,8,4,112,1,0,0,0,7,0,0,50,84,407.88,11.05,4,16,44,15,11,7,102.5,30.1,69.9,-0.4,0.6,1000000.0,1000000.0,1.03,0.74,0.68,306,359,46.02,-1.33,10,7,11.03,12.28,47.32,-1.17,24,15,,2.6,0.38,30.63,19.08,27.96,45.32,28.65,49.92,44.0,,7,7,5,4.61,-53,3,58.82,-1.25,-9,75,11.03
1043,crombbj01,B.J.,Crombeen,RW,R,2003,2.0540000000000003,188,209,1985-07-10,33.20538698,US,Other,2014,TBL,55,3,7,10,-2,79,3,0,0,1,6,0,1,60,105,470.12,10.1,3,5,57,15,15,5,98.9,47.5,52.5,-0.1,0.5,1150000.0,1150000.0,1.02,0.38,0.98,396,422,48.41,-3.12,10,13,12.48,13.94,47.24,-3.49,20,18,5.26,3.23,0.41,47.47,17.79,27.03,50.07,27.95,49.23,55.0,3,5,8,3,7.66,-26,-3,43.48,-1.46,-2,99,12.64
1044,crombbj01,B.J.,Crombeen,RW,R,2003,2.0540000000000003,188,209,1985-07-10,33.20538698,US,Other,2015,ARI,58,3,3,6,-6,79,3,0,0,0,3,0,0,43,83,463.2,8.06,1,0,68,12,7,5,99.2,43.3,56.7,-0.3,0.4,1150000.0,1150000.0,0.78,0.52,-0.05,362,482,42.89,-6.54,10,17,14.31,19.84,41.9,-2.48,25,17,6.98,3.92,0.51,43.33,16.68,26.65,47.92,27.69,49.33,58.0,3,3,6,4,-0.36,-120,-7,37.04,-5.53,-8,83,10.75
1045,crosbsi01,Sidney,Crosby,C,L,2005,1.001,180,200,1987-08-07,31.1300535,CA,Other,2008,PIT,53,24,48,72,18,39,18,6,0,4,26,21,1,173,280,745.47,20.51,567,536,50,40,35,37,103.9,50.7,49.3,7.2,1.9,850000.0,850000.0,3.06,2.58,3.58,719,708,50.39,6.81,42,27,38.04,28.07,57.54,12.49,14,40,12.6,14.4,1.16,51.08,32.11,30.85,44.39,30.04,50.27,52.0,16,22,38,32,44.52,11,15,60.87,9.97,26,198,15.94
1046,crosbsi01,Sidney,Crosby,C,L,2005,1.001,180,200,1987-08-07,31.1300535,CA,Other,2009,PIT,77,33,70,103,3,76,26,7,0,3,36,33,1,238,388,1165.65,21.57,829,786,80,42,56,80,101.6,57.8,42.2,9.4,1.7,8700000.0,8700000.0,2.93,2.42,2.88,1118,1145,49.4,2.24,65,50,47.3,47.07,50.12,0.74,23,34,15.29,15.11,0.78,57.25,32.68,30.08,47.45,29.83,49.82,77.0,24,33,57,47,55.88,-27,15,56.52,0.23,11,255,13.13
1047,crosbsi01,Sidney,Crosby,C,L,2005,1.001,180,200,1987-08-07,31.1300535,CA,Other,2010,PIT,81,51,58,109,15,71,36,13,2,6,36,21,1,298,497,1246.37,21.57,992,781,62,42,43,77,99.7,57.2,42.8,12.2,2.4,8700000.0,8700000.0,3.32,2.79,3.95,1368,1114,55.12,4.5,82,59,60.33,47.11,56.15,5.43,25,27,16.51,16.65,0.8,56.7,33.1,30.39,50.7,30.08,49.72,80.0,35,34,69,58,82.1,254,23,,13.22,2,329,15.84
1048,crosbsi01,Sidney,Crosby,C,L,2005,1.001,180,200,1987-08-07,31.1300535,CA,Other,2011,PIT,41,32,34,66,20,31,21,10,1,3,25,9,0,161,278,636.13,21.55,546,435,31,23,15,29,104.4,47.4,52.6,8.2,1.9,8700000.0,8700000.0,3.96,3.21,4.41,689,601,53.41,0.43,44,26,30.77,26.59,53.64,0.52,12,21,19.09,10.24,0.97,46.98,33.58,31.44,53.39,30.15,49.46,41.0,21,21,42,34,46.79,88,18,62.86,4.18,9,176,16.6
1049,crosbsi01,Sidney,Crosby,C,L,2005,1.001,180,200,1987-08-07,31.1300535,CA,Other,2012,PIT,22,8,29,37,15,14,6,2,0,3,20,9,0,75,126,310.55,18.28,227,226,11,7,10,15,104.7,57.7,42.3,3.9,1.0,8700000.0,8700000.0,4.64,3.48,5.35,372,277,57.32,4.48,32,14,19.27,12.45,60.75,6.31,6,6,12.24,4.57,0.88,56.76,28.91,31.23,54.38,29.78,49.95,22.0,6,18,24,18,27.68,95,18,69.57,6.82,,79,15.26
1050,crosbsi01,Sidney,Crosby,C,L,2005,1.001,180,200,1987-08-07,31.1300535,CA,Other,2013,PIT,36,15,41,56,26,16,12,3,0,1,27,14,0,124,203,562.07,21.06,453,381,21,18,15,28,106.4,47.3,52.7,5.8,1.7,8700000.0,8700000.0,4.06,3.2,5.01,651,503,56.41,8.24,47,18,28.8,20.21,58.76,7.97,7,15,13.19,9.86,1.05,47.57,32.27,31.61,47.39,30.18,49.77,36.0,12,26,38,30,46.9,148,29,72.31,8.59,8,146,15.59
1051,crosbsi01,Sidney,Crosby,C,L,2005,1.001,180,200,1987-08-07,31.1300535,CA,Other,2014,PIT,80,36,68,104,18,46,25,11,0,5,41,27,0,259,421,1335.2,21.58,991,896,47,28,41,56,101.2,50.7,49.3,10.7,2.8,8700000.0,8700000.0,2.52,2.02,2.88,1343,1201,52.79,6.3,72,53,58.11,44.5,56.63,9.27,22,25,12.29,16.59,0.75,50.48,33.75,30.87,46.28,30.2,50.06,80.0,22,34,56,45,64.11,142,19,57.6,13.61,3,294,13.21
1052,crosbsi01,Sidney,Crosby,C,L,2005,1.001,180,200,1987-08-07,31.1300535,CA,Other,2015,PIT,77,28,56,84,5,47,18,10,0,3,35,21,0,237,380,1196.77,19.58,797,789,66,29,37,53,100.2,59.2,40.8,8.2,2.0,8700000.0,8700000.0,2.41,1.8,3.13,1256,986,56.02,4.14,57,43,55.42,41.84,56.98,6.24,15,21,9.2,16.78,0.84,59.47,31.56,31.16,52.44,29.53,49.84,77.0,16,32,48,36,62.41,270,14,57,13.58,6,279,13.99
1053,crosbsi01,Sidney,Crosby,C,L,2005,1.001,180,200,1987-08-07,31.1300535,CA,Other,2016,PIT,80,36,49,85,19,42,26,10,0,9,35,14,0,248,446,1269.82,20.28,986,921,90,35,40,47,101.2,54.7,45.3,9.1,2.4,8700000.0,8700000.0,2.55,1.98,3.09,1353,1131,54.47,2.38,67,50,59.86,47.78,55.61,-0.28,17,19,12,17.28,0.82,54.13,32.04,30.87,52.11,29.92,49.9,80.0,21,33,54,42,65.31,222,17,57.26,12.08,2,319,15.07
1054,crosbsi01,Sidney,Crosby,C,L,2005,1.001,180,200,1987-08-07,31.1300535,CA,Other,2017,PIT,75,44,45,89,17,24,30,14,0,5,34,11,0,255,411,1180.87,19.53,842,906,80,27,39,70,101.7,61.2,38.8,10.5,1.7,8700000.0,8700000.0,2.9,2.44,3.37,1310,1149,53.27,4.95,70,47,67.8,54.73,55.33,4.31,9,16,14.75,18.44,0.94,61.32,31.53,30.59,47.71,29.78,50.02,75.0,27,30,57,48,66.39,161,23,59.83,13.07,7,295,14.99
1055,crosbsi01,Sidney,Crosby,C,L,2005,1.001,180,200,1987-08-07,31.1300535,CA,Other,2018,PIT,82,29,60,89,0,46,20,9,0,6,31,29,0,247,412,1316.5,20.41,1026,909,75,36,42,76,97.8,58.7,41.3,7.3,1.8,8700000.0,8700000.0,1.87,1.37,2.56,1467,1197,55.07,4.49,54,58,69.26,54.07,56.16,5.51,15,14,8.38,19.33,0.88,58.44,32.61,30.68,50.77,29.86,49.92,82.0,15,26,41,30,56.2,270,-4,48.21,15.19,-1,290,13.22
1056,cullema01,Matt,Cullen,C,L,1996,2.035,185,202,1976-11-02,41.89002807,US,Other,2008,CAR,59,13,36,49,2,32,5,8,0,1,20,15,1,137,255,629.95,16.52,364,285,33,30,27,28,101.2,51.6,48.4,3.8,1.0,2875000.0,2875000.0,2.38,1.52,2.42,606,587,50.8,-2.33,32,31,26.35,29.15,47.48,-5.82,11,16,6.67,6.48,0.62,51.07,24.76,29.28,52.42,28.96,49.48,58.0,5,20,25,16,25.39,19,1,50.79,-2.8,5,122,11.62
1057,cullema01,Matt,Cullen,C,L,1996,2.035,185,202,1976-11-02,41.89002807,US,Other,2009,CAR,69,22,21,43,11,20,16,4,2,2,15,3,3,139,254,886.45,16.48,457,427,41,44,54,25,101.4,51.0,49.0,3.5,1.9,2875000.0,2875000.0,1.96,1.69,2.13,827,822,50.15,-2.74,36,27,35.63,35.43,50.14,-1.06,6,11,14.43,9.44,0.64,51.44,27.92,30.52,52.8,29.17,49.26,69.0,14,15,29,25,31.41,5,9,57.14,0.2,5,180,12.18
1058,cullema01,Matt,Cullen,C,L,1996,2.035,185,202,1976-11-02,41.89002807,US,Other,2010,TOT,81,16,32,48,-7,34,12,2,2,2,21,10,1,195,368,,18.45,568,542,70,48,53,35,99.0,49.8,50.2,2.6,1.4,2875000.0,2875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,cullema01,Matt,Cullen,C,L,1996,2.035,185,202,1976-11-02,41.89002807,US,Other,2010,CAR,60,12,28,40,0,26,9,1,2,1,19,8,1,137,272,,19.02,437,450,58,33,42,25,100.5,49.4,50.6,2.4,1.2,2875000.0,2875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,cullema01,Matt,Cullen,C,L,1996,2.035,185,202,1976-11-02,41.89002807,US,Other,2010,OTT,21,4,4,8,-7,8,3,1,0,1,2,2,0,58,96,,17.59,131,92,12,15,11,10,94.5,51.0,49.0,0.2,0.2,2875000.0,2875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,cullema01,Matt,Cullen,C,L,1996,2.035,185,202,1976-11-02,41.89002807,US,Other,2011,MIN,78,12,27,39,-14,34,3,5,4,2,11,16,0,150,287,982.02,18.02,473,370,39,36,43,34,99.4,42.1,57.9,1.5,1.2,3500000.0,3500000.0,0.86,0.49,0.34,789,1006,43.96,-2.27,31,41,30.98,39.07,44.23,-1.63,11,10,3.3,7.02,0.43,41.88,25.94,29.64,45.95,29.16,50.03,78.0,3,11,14,8,5.54,-217,-10,43.06,-8.09,-1,172,10.51
1062,cullema01,Matt,Cullen,C,L,1996,2.035,185,202,1976-11-02,41.89002807,US,Other,2012,MIN,73,14,21,35,-10,24,10,4,0,0,16,5,0,164,267,1020.32,18.56,627,551,46,39,37,31,98.3,43.9,56.1,1.6,1.5,3500000.0,3500000.0,1.41,1.23,1.37,883,986,47.24,4.41,33,42,37.6,36.7,50.61,5.99,10,10,8.06,11.87,0.7,42.31,28.33,30.1,44.2,29.43,50.12,73.0,10,14,24,21,23.26,-103,-9,44,0.9,,191,11.23
1063,cullema01,Matt,Cullen,C,L,1996,2.035,185,202,1976-11-02,41.89002807,US,Other,2013,MIN,42,7,20,27,9,10,7,0,0,0,16,4,0,79,140,508.62,15.53,245,203,18,18,14,24,104.4,43.4,56.6,1.9,1.2,3500000.0,3500000.0,2.71,2.36,2.68,448,462,49.23,0.11,31,21,21.9,16.38,57.21,7.12,2,4,11.11,6.65,0.78,43.02,25.06,29.26,46.53,28.8,49.19,42.0,7,16,23,20,22.73,-14,10,59.62,5.52,2,109,12.86
1064,cullema01,Matt,Cullen,C,L,1996,2.035,185,202,1976-11-02,41.89002807,US,Other,2014,NSH,77,10,29,39,4,32,9,1,0,2,21,8,0,134,230,962.78,15.3,438,334,18,22,30,40,99.7,48.0,52.0,2.1,1.5,3500000.0,3500000.0,1.81,1.31,1.91,891,881,50.28,2.52,46,42,39.5,34.29,53.53,1.73,12,10,8.33,9.87,0.62,47.31,25.04,29.65,48.59,28.87,50.1,77.0,9,20,29,21,30.69,10,4,52.27,5.21,-2,184,11.47
1065,cullema01,Matt,Cullen,C,L,1996,2.035,185,202,1976-11-02,41.89002807,US,Other,2015,NSH,62,7,18,25,8,16,7,0,0,1,14,4,0,90,162,712.95,13.01,155,132,10,18,26,22,101.4,54.4,45.6,1.4,1.2,3500000.0,3500000.0,1.77,1.09,2.26,696,611,53.25,-0.35,34,22,28.63,22.2,56.33,1.15,8,6,8.54,7.37,0.62,54.58,23.31,29.24,51.17,28.64,49.48,62.0,7,14,21,13,26.8,85,12,60.71,6.43,-2,144,12.12
1066,cullema01,Matt,Cullen,C,L,1996,2.035,185,202,1976-11-02,41.89002807,US,Other,2016,PIT,82,16,16,32,5,20,13,0,3,4,13,0,3,118,183,896.5,13.53,582,462,40,41,19,20,99.8,36.0,64.0,2.2,1.3,800000.0,800000.0,1.67,1.41,1.86,789,810,49.34,-4.4,32,32,36.67,28.33,56.42,0.79,7,10,12.87,10.32,0.69,36.59,22.23,28.41,52.53,28.63,49.67,82.0,13,12,25,21,27.86,-21,,50,8.34,3,159,10.64
1067,cullema01,Matt,Cullen,C,L,1996,2.035,185,202,1976-11-02,41.89002807,US,Other,2017,PIT,72,13,18,31,4,30,9,2,2,2,16,2,0,93,155,789.88,13.55,440,419,36,27,20,32,100.1,35.8,64.2,2.0,0.9,1000000.0,1000000.0,1.75,1.22,1.52,691,744,48.15,-2.82,32,33,35.41,31.68,52.78,-0.01,11,14,10.39,10.24,0.78,35.7,22.16,28.19,48.48,28.47,49.6,72.0,8,15,23,16,20.05,-53,-1,49.23,3.73,3,127,9.65
1068,cullema01,Matt,Cullen,C,L,1996,2.035,185,202,1976-11-02,41.89002807,US,Other,2018,MIN,79,11,11,22,-1,20,11,0,0,1,10,1,0,104,168,852.62,11.54,355,350,14,42,14,17,103.1,47.9,52.1,0.7,0.9,1000000.0,1000000.0,1.41,1.27,0.71,618,894,40.87,-7.74,30,32,26.59,31.01,46.16,-8.97,6,9,10.89,10.65,0.75,48.54,22.07,28.9,47.15,28.05,49.98,79.0,11,9,20,18,10.13,-276,-2,48.39,-4.42,3,164,11.54
1069,cullija01,Jassen,Cullimore,D,L,1991,2.029,196,235,1972-12-04,45.80249721,CA,Other,2008,FLA,65,3,10,13,21,38,3,0,0,1,10,0,0,55,100,948.92,18.04,1,0,77,68,11,31,103.8,47.8,52.2,0.4,4.2,,,0.63,0.38,0.72,802,840,48.84,-0.39,36,25,31.83,34.43,48.04,1.03,14,5,5.77,2.08,0.13,48.59,32.32,27.82,49.31,28.93,49.35,63.0,3,7,10,6,11.45,-38,11,59.02,-2.6,-9,97,6.13
